regime,dataset,model,arm,n_folds,expected,mean_ntest,total_ntest,mean_pcc,std_pcc,mean_runtime_s,platform,status
Honest ladder — S1102 (1100 muts),S1102 by-complex,ESM-C 6B,fx_mlp,3,3,367,1100,0.771233,0.022433,527.0,CUDA*,done
Honest ladder — S1102 (1100 muts),S1102 by-complex,Ankh3-large,base,3,3,367,1100,0.699969,0.025625,580.8,MPS*,done
Honest ladder — S1102 (1100 muts),S1102 by-complex,Ankh3-large,fx_scalar,3,3,367,1100,0.726527,0.045670,588.2,MPS*,done
Honest ladder — S1102 (1100 muts),S1102 by-complex,Ankh3-large,fx_mlp,3,3,367,1100,0.730148,0.034339,771.3,MPS*,done
Honest ladder — S1102 (1100 muts),S1102 by-complex,Ankh3-xl,base,3,3,367,1100,0.717762,0.024103,768.9,MPS*,done
Honest ladder — S1102 (1100 muts),S1102 by-complex,Ankh3-xl,fx_scalar,3,3,367,1100,0.720139,0.020312,1011.2,MPS*,done
Honest ladder — S1102 (1100 muts),S1102 by-complex,Ankh3-xl,fx_mlp,3,3,367,1100,0.739294,0.010637,935.8,MPS*,done
Honest ladder — S1102 (1100 muts),S1102 by-complex,AIDO-16B,base,0,3,,,,,,,empty
Honest ladder — S1102 (1100 muts),S1102 by-complex,AIDO-16B,fx_scalar,0,3,,,,,,,empty
Honest ladder — S1102 (1100 muts),S1102 by-complex,AIDO-16B,fx_mlp,0,3,,,,,,,empty
Honest ladder — S1102 (1100 muts),S1102 by-complex,MINT,base,3,3,367,1100,0.695626,0.061039,470.5,MPS*,done
Honest ladder — S1102 (1100 muts),S1102 by-complex,MINT,fx_scalar,0,3,,,,,,,empty
Honest ladder — S1102 (1100 muts),S1102 by-complex,MINT,fx_mlp,0,3,,,,,,,empty
Honest ladder — S1102 (1100 muts),S1102 clustered,Ankh-large,base,3,3,367,1100,0.364184,0.199174,694.9,MPS*,done
Honest ladder — S1102 (1100 muts),S1102 clustered,Ankh-large,fx_scalar,3,3,367,1100,0.493981,0.140260,918.3,MPS*,done
Honest ladder — S1102 (1100 muts),S1102 clustered,Ankh-large,fx_mlp,3,3,367,1100,0.490436,0.159408,618.5,MPS*,done
Honest ladder — S1102 (1100 muts),S1102 clustered,ProstT5,base,3,3,367,1100,0.171742,0.131148,823.3,MPS*,done
Honest ladder — S1102 (1100 muts),S1102 clustered,ProstT5,fx_scalar,3,3,367,1100,0.462124,0.090709,931.9,MPS*,done
Honest ladder — S1102 (1100 muts),S1102 clustered,ProstT5,fx_mlp,3,3,367,1100,0.466976,0.119620,402.6,MPS*,done
Honest ladder — S1102 (1100 muts),S1102 clustered,SaProt,base,3,3,367,1100,0.420631,0.166500,527.9,MPS*,done
Honest ladder — S1102 (1100 muts),S1102 clustered,SaProt,fx_scalar,3,3,367,1100,0.515813,0.110783,835.1,MPS*,done
Honest ladder — S1102 (1100 muts),S1102 clustered,SaProt,fx_mlp,3,3,367,1100,0.511415,0.124339,743.4,MPS*,done
Honest ladder — S1102 (1100 muts),S1102 clustered,SaProt-1.3B,base,3,3,367,1100,0.441321,0.010261,551.7,MPS*,done
Honest ladder — S1102 (1100 muts),S1102 clustered,SaProt-1.3B,fx_scalar,3,3,367,1100,0.475880,0.033652,335.8,MPS*,done
Honest ladder — S1102 (1100 muts),S1102 clustered,SaProt-1.3B,fx_mlp,3,3,367,1100,0.521833,0.089530,79837.2,MPS*,done
Honest ladder — S1102 (1100 muts),S1102 clustered,ESM2-3B,base,3,3,367,1100,0.313606,0.203548,1236.0,MPS*,done
Honest ladder — S1102 (1100 muts),S1102 clustered,ESM2-3B,fx_scalar,3,3,367,1100,0.494618,0.145508,1268.5,MPS*,done
Honest ladder — S1102 (1100 muts),S1102 clustered,ESM2-3B,fx_mlp,3,3,367,1100,0.512893,0.129804,1218.4,MPS*,done
Honest ladder — S1102 (1100 muts),S1102 clustered,ESM3-1.4B,base,3,3,367,1100,-0.046982,0.091025,602.5,MPS*,done
Honest ladder — S1102 (1100 muts),S1102 clustered,ESM3-1.4B,fx_scalar,3,3,367,1100,0.225645,0.133753,843.5,MPS*,done
Honest ladder — S1102 (1100 muts),S1102 clustered,ESM3-1.4B,fx_mlp,3,3,367,1100,0.334362,0.057778,604.6,MPS*,done
Honest ladder — S1102 (1100 muts),S1102 clustered,ESM-C 600M,base,3,3,367,1100,0.426816,0.152151,2122.8,MPS*,done
Honest ladder — S1102 (1100 muts),S1102 clustered,ESM-C 600M,fx_scalar,3,3,367,1100,0.464070,0.129065,705.5,MPS*,done
Honest ladder — S1102 (1100 muts),S1102 clustered,ESM-C 600M,fx_mlp,3,3,367,1100,0.487508,0.247304,591.7,MPS*,done
Honest ladder — S1102 (1100 muts),S1102 clustered,ESM-C 6B,base,3,3,367,1100,0.532956,0.221645,459.8,CUDA*,done
Honest ladder — S1102 (1100 muts),S1102 clustered,ESM-C 6B,fx_scalar,3,3,367,1100,0.540184,0.217599,411.2,CUDA*,done
Honest ladder — S1102 (1100 muts),S1102 clustered,ESM-C 6B,fx_mlp,3,3,367,1100,0.528229,0.193086,500.2,CUDA*,done
Honest ladder — S1102 (1100 muts),S1102 clustered,Ankh3-large,base,3,3,367,1100,0.337460,0.162050,925.5,MPS*,done
Honest ladder — S1102 (1100 muts),S1102 clustered,Ankh3-large,fx_scalar,3,3,367,1100,0.415532,0.051165,723.4,MPS*,done
Honest ladder — S1102 (1100 muts),S1102 clustered,Ankh3-large,fx_mlp,3,3,367,1100,0.441747,0.109661,618.3,MPS*,done
Honest ladder — S1102 (1100 muts),S1102 clustered,Ankh3-xl,base,3,3,367,1100,0.378647,0.099777,1071.3,MPS*,done
Honest ladder — S1102 (1100 muts),S1102 clustered,Ankh3-xl,fx_scalar,3,3,367,1100,0.497271,0.059471,1701.2,MPS*,done
Honest ladder — S1102 (1100 muts),S1102 clustered,Ankh3-xl,fx_mlp,3,3,367,1100,0.487822,0.116013,1028.2,MPS*,done
Honest ladder — S1102 (1100 muts),S1102 clustered,AIDO-16B,base,0,3,,,,,,,empty
Honest ladder — S1102 (1100 muts),S1102 clustered,AIDO-16B,fx_scalar,0,3,,,,,,,empty
Honest ladder — S1102 (1100 muts),S1102 clustered,AIDO-16B,fx_mlp,0,3,,,,,,,empty
Honest ladder — S1102 (1100 muts),S1102 clustered,MINT,base,3,3,367,1100,0.229310,0.085413,418.1,MPS*,done
Honest ladder — S1102 (1100 muts),S1102 clustered,MINT,fx_scalar,0,3,,,,,,,empty
Honest ladder — S1102 (1100 muts),S1102 clustered,MINT,fx_mlp,0,3,,,,,,,empty
Honest ladder — full-SKEMPI,fullSK clustered-SP,Ankh-large,base,3,3,1388,4165,0.222386,0.076346,4362.1,MPS*,done
Honest ladder — full-SKEMPI,fullSK clustered-SP,Ankh-large,fx_scalar,3,3,1388,4165,0.457043,0.081039,4332.8,MPS*,done
Honest ladder — full-SKEMPI,fullSK clustered-SP,Ankh-large,fx_mlp,3,3,1388,4165,0.521911,0.082848,3754.1,MPS*,done
Honest ladder — full-SKEMPI,fullSK clustered-SP,ProstT5,base,3,3,1388,4165,0.102688,0.063129,4168.3,MPS*,done
Honest ladder — full-SKEMPI,fullSK clustered-SP,ProstT5,fx_scalar,3,3,1388,4165,0.452142,0.006682,3939.6,MPS*,done
Honest ladder — full-SKEMPI,fullSK clustered-SP,ProstT5,fx_mlp,3,3,1388,4165,0.496839,0.019823,5580.7,MPS*,done
Honest ladder — full-SKEMPI,fullSK clustered-SP,SaProt,base,3,3,1388,4165,0.087341,0.047253,4011.4,MPS*,done
Honest ladder — full-SKEMPI,fullSK clustered-SP,SaProt,fx_scalar,3,3,1388,4165,0.424891,0.010786,3796.3,MPS*,done
Honest ladder — full-SKEMPI,fullSK clustered-SP,SaProt,fx_mlp,3,3,1388,4165,0.498456,0.032474,3269.9,MPS*,done
Honest ladder — full-SKEMPI,fullSK clustered-SP,SaProt-1.3B,base,3,3,1388,4165,0.114014,0.017868,3077.2,MPS*,done
Honest ladder — full-SKEMPI,fullSK clustered-SP,SaProt-1.3B,fx_scalar,0,3,,,,,,,empty
Honest ladder — full-SKEMPI,fullSK clustered-SP,SaProt-1.3B,fx_mlp,0,3,,,,,,,empty
Honest ladder — full-SKEMPI,fullSK clustered-SP,ESM2-3B,base,3,3,1388,4165,0.163436,0.092646,8525.9,MPS*,done
Honest ladder — full-SKEMPI,fullSK clustered-SP,ESM2-3B,fx_scalar,3,3,1388,4165,0.460361,0.060938,4704.8,MPS*,done
Honest ladder — full-SKEMPI,fullSK clustered-SP,ESM2-3B,fx_mlp,3,3,1388,4165,0.505245,0.043995,4446.4,MPS*,done
Honest ladder — full-SKEMPI,fullSK clustered-SP,ESM3-1.4B,base,0,3,,,,,,,empty
Honest ladder — full-SKEMPI,fullSK clustered-SP,ESM3-1.4B,fx_scalar,0,3,,,,,,,empty
Honest ladder — full-SKEMPI,fullSK clustered-SP,ESM3-1.4B,fx_mlp,0,3,,,,,,,empty
Honest ladder — full-SKEMPI,fullSK clustered-SP,ESM-C 600M,base,3,3,1388,4165,0.273520,0.159012,2800.4,MPS*,done
Honest ladder — full-SKEMPI,fullSK clustered-SP,ESM-C 600M,fx_scalar,3,3,1388,4165,0.333028,0.125746,2913.2,MPS*,done
Honest ladder — full-SKEMPI,fullSK clustered-SP,ESM-C 600M,fx_mlp,3,3,1388,4165,0.478568,0.059272,2290.6,MPS*,done
Honest ladder — full-SKEMPI,fullSK clustered-SP,ESM-C 6B,base,3,3,1388,4165,0.341261,0.134721,2894.7,CUDA*,done
Honest ladder — full-SKEMPI,fullSK clustered-SP,ESM-C 6B,fx_scalar,3,3,1388,4165,0.501977,0.077107,2499.2,CUDA*,done
Honest ladder — full-SKEMPI,fullSK clustered-SP,ESM-C 6B,fx_mlp,3,3,1388,4165,0.523695,0.084306,2115.4,CUDA*,done
Honest ladder — full-SKEMPI,fullSK clustered-SP,Ankh3-large,base,3,3,1388,4165,0.154480,0.063118,1795.5,MPS*,done
Honest ladder — full-SKEMPI,fullSK clustered-SP,Ankh3-large,fx_scalar,3,3,1388,4165,0.448774,0.023493,1939.0,MPS*,done
Honest ladder — full-SKEMPI,fullSK clustered-SP,Ankh3-large,fx_mlp,3,3,1388,4165,0.486606,0.024989,1973.4,MPS*,done
Honest ladder — full-SKEMPI,fullSK clustered-SP,Ankh3-xl,base,3,3,1388,4165,0.246173,0.161519,3666.9,MPS*,done
Honest ladder — full-SKEMPI,fullSK clustered-SP,Ankh3-xl,fx_scalar,3,3,1388,4165,0.461732,0.035489,3452.8,MPS*,done
Honest ladder — full-SKEMPI,fullSK clustered-SP,Ankh3-xl,fx_mlp,3,3,1388,4165,0.503445,0.048619,3193.0,MPS*,done
Honest ladder — full-SKEMPI,fullSK clustered-SP,AIDO-16B,base,3,3,1388,4165,0.155495,0.112377,3368.7,MPS*,done
Honest ladder — full-SKEMPI,fullSK clustered-SP,AIDO-16B,fx_scalar,3,3,1388,4165,0.459070,0.025961,2678.4,MPS*,done
Honest ladder — full-SKEMPI,fullSK clustered-SP,AIDO-16B,fx_mlp,3,3,1388,4165,0.505394,0.050577,2431.6,MPS*,done
Honest ladder — full-SKEMPI,fullSK clustered-SP,MINT,base,0,3,,,,,,,empty
Honest ladder — full-SKEMPI,fullSK clustered-SP,MINT,fx_scalar,0,3,,,,,,,empty
Honest ladder — full-SKEMPI,fullSK clustered-SP,MINT,fx_mlp,0,3,,,,,,,empty
Honest ladder — full-SKEMPI,fullSK bycomplex-SP,Ankh-large,base,3,3,1388,4165,0.547676,0.080896,3335.4,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-SP,Ankh-large,fx_scalar,3,3,1388,4165,0.603252,0.055085,4445.2,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-SP,Ankh-large,fx_mlp,3,3,1388,4165,0.634508,0.050662,3637.0,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-SP,ProstT5,base,3,3,1388,4165,0.520335,0.089755,4302.8,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-SP,ProstT5,fx_scalar,3,3,1388,4165,0.607809,0.059956,3823.5,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-SP,ProstT5,fx_mlp,3,3,1388,4165,0.593307,0.076407,2755.3,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-SP,SaProt,base,3,3,1388,4165,0.423742,0.026604,5672.6,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-SP,SaProt,fx_scalar,3,3,1388,4165,0.558562,0.008918,5534.8,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-SP,SaProt,fx_mlp,3,3,1388,4165,0.575070,0.012805,6057.9,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-SP,SaProt-1.3B,base,0,3,,,,,,,empty
Honest ladder — full-SKEMPI,fullSK bycomplex-SP,SaProt-1.3B,fx_scalar,0,3,,,,,,,empty
Honest ladder — full-SKEMPI,fullSK bycomplex-SP,SaProt-1.3B,fx_mlp,0,3,,,,,,,empty
Honest ladder — full-SKEMPI,fullSK bycomplex-SP,ESM2-3B,base,3,3,1388,4165,0.552603,0.089297,15220.9,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-SP,ESM2-3B,fx_scalar,3,3,1388,4165,0.632730,0.068075,9350.6,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-SP,ESM2-3B,fx_mlp,3,3,1388,4165,0.631239,0.057791,7606.9,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-SP,ESM3-1.4B,base,0,3,,,,,,,empty
Honest ladder — full-SKEMPI,fullSK bycomplex-SP,ESM3-1.4B,fx_scalar,0,3,,,,,,,empty
Honest ladder — full-SKEMPI,fullSK bycomplex-SP,ESM3-1.4B,fx_mlp,0,3,,,,,,,empty
Honest ladder — full-SKEMPI,fullSK bycomplex-SP,ESM-C 600M,base,3,3,1388,4165,0.536308,0.087363,3023.6,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-SP,ESM-C 600M,fx_scalar,3,3,1388,4165,0.630440,0.066741,4654.1,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-SP,ESM-C 600M,fx_mlp,3,3,1388,4165,0.585096,0.058721,3210.4,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-SP,ESM-C 6B,base,3,3,1388,4165,0.578221,0.107059,2959.4,CUDA*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-SP,ESM-C 6B,fx_scalar,3,3,1388,4165,0.621994,0.056411,2866.4,CUDA*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-SP,ESM-C 6B,fx_mlp,3,3,1388,4165,0.621826,0.036018,2432.8,CUDA*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-SP,Ankh3-large,base,3,3,1388,4165,0.542583,0.089056,2524.0,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-SP,Ankh3-large,fx_scalar,3,3,1388,4165,0.607956,0.063964,3281.2,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-SP,Ankh3-large,fx_mlp,3,3,1388,4165,0.595733,0.071619,2704.3,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-SP,Ankh3-xl,base,3,3,1388,4165,0.544701,0.109543,3608.6,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-SP,Ankh3-xl,fx_scalar,3,3,1388,4165,0.621772,0.066346,3371.6,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-SP,Ankh3-xl,fx_mlp,3,3,1388,4165,0.629107,0.063475,3563.0,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-SP,AIDO-16B,base,3,3,1388,4165,0.538735,0.101554,4444.8,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-SP,AIDO-16B,fx_scalar,3,3,1388,4165,0.627578,0.067444,4671.5,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-SP,AIDO-16B,fx_mlp,3,3,1388,4165,0.612929,0.051560,3109.4,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-SP,MINT,base,0,3,,,,,,,empty
Honest ladder — full-SKEMPI,fullSK bycomplex-SP,MINT,fx_scalar,0,3,,,,,,,empty
Honest ladder — full-SKEMPI,fullSK bycomplex-SP,MINT,fx_mlp,0,3,,,,,,,empty
Honest ladder — full-SKEMPI,fullSK clustered-MP,Ankh-large,base,3,3,545,1636,0.168584,0.184002,458.5,MPS*,done
Honest ladder — full-SKEMPI,fullSK clustered-MP,Ankh-large,fx_scalar,3,3,545,1636,0.470265,0.155350,1522.2,MPS*,done
Honest ladder — full-SKEMPI,fullSK clustered-MP,Ankh-large,fx_mlp,3,3,545,1636,0.545358,0.092493,1074.0,MPS*,done
Honest ladder — full-SKEMPI,fullSK clustered-MP,ProstT5,base,3,3,545,1636,0.076291,0.135482,943.4,MPS*,done
Honest ladder — full-SKEMPI,fullSK clustered-MP,ProstT5,fx_scalar,3,3,545,1636,0.505841,0.119458,1668.6,MPS*,done
Honest ladder — full-SKEMPI,fullSK clustered-MP,ProstT5,fx_mlp,3,3,545,1636,0.510141,0.078555,735.1,MPS*,done
Honest ladder — full-SKEMPI,fullSK clustered-MP,SaProt,base,3,3,545,1636,0.075484,0.230945,541.0,MPS*,done
Honest ladder — full-SKEMPI,fullSK clustered-MP,SaProt,fx_scalar,3,3,545,1636,0.209681,0.288395,688.5,MPS*,done
Honest ladder — full-SKEMPI,fullSK clustered-MP,SaProt,fx_mlp,3,3,545,1636,0.327376,0.180116,661.8,MPS*,done
Honest ladder — full-SKEMPI,fullSK clustered-MP,SaProt-1.3B,base,0,3,,,,,,,empty
Honest ladder — full-SKEMPI,fullSK clustered-MP,SaProt-1.3B,fx_scalar,0,3,,,,,,,empty
Honest ladder — full-SKEMPI,fullSK clustered-MP,SaProt-1.3B,fx_mlp,0,3,,,,,,,empty
Honest ladder — full-SKEMPI,fullSK clustered-MP,ESM2-3B,base,0,3,,,,,,,empty
Honest ladder — full-SKEMPI,fullSK clustered-MP,ESM2-3B,fx_scalar,0,3,,,,,,,empty
Honest ladder — full-SKEMPI,fullSK clustered-MP,ESM2-3B,fx_mlp,0,3,,,,,,,empty
Honest ladder — full-SKEMPI,fullSK clustered-MP,ESM3-1.4B,base,0,3,,,,,,,empty
Honest ladder — full-SKEMPI,fullSK clustered-MP,ESM3-1.4B,fx_scalar,0,3,,,,,,,empty
Honest ladder — full-SKEMPI,fullSK clustered-MP,ESM3-1.4B,fx_mlp,0,3,,,,,,,empty
Honest ladder — full-SKEMPI,fullSK clustered-MP,ESM-C 600M,base,0,3,,,,,,,empty
Honest ladder — full-SKEMPI,fullSK clustered-MP,ESM-C 600M,fx_scalar,0,3,,,,,,,empty
Honest ladder — full-SKEMPI,fullSK clustered-MP,ESM-C 600M,fx_mlp,0,3,,,,,,,empty
Honest ladder — full-SKEMPI,fullSK clustered-MP,ESM-C 6B,base,3,3,545,1636,0.317271,0.163686,1639.1,CUDA*,done
Honest ladder — full-SKEMPI,fullSK clustered-MP,ESM-C 6B,fx_scalar,3,3,545,1636,0.466859,0.140047,1628.2,CUDA*,done
Honest ladder — full-SKEMPI,fullSK clustered-MP,ESM-C 6B,fx_mlp,3,3,545,1636,0.571147,0.067453,1522.0,CUDA*,done
Honest ladder — full-SKEMPI,fullSK clustered-MP,Ankh3-large,base,3,3,545,1636,0.176795,0.166677,507.8,MPS*,done
Honest ladder — full-SKEMPI,fullSK clustered-MP,Ankh3-large,fx_scalar,3,3,545,1636,0.419501,0.143136,1069.1,MPS*,done
Honest ladder — full-SKEMPI,fullSK clustered-MP,Ankh3-large,fx_mlp,3,3,545,1636,0.492129,0.156235,827.8,MPS*,done
Honest ladder — full-SKEMPI,fullSK clustered-MP,Ankh3-xl,base,3,3,545,1636,0.261499,0.145970,952.8,MPS*,done
Honest ladder — full-SKEMPI,fullSK clustered-MP,Ankh3-xl,fx_scalar,3,3,545,1636,0.375502,0.229587,2188.3,MPS*,done
Honest ladder — full-SKEMPI,fullSK clustered-MP,Ankh3-xl,fx_mlp,3,3,545,1636,0.545616,0.067380,1445.8,MPS*,done
Honest ladder — full-SKEMPI,fullSK clustered-MP,AIDO-16B,base,3,3,545,1636,0.158770,0.109979,1016.1,MPS*,done
Honest ladder — full-SKEMPI,fullSK clustered-MP,AIDO-16B,fx_scalar,3,3,545,1636,0.374005,0.066719,1200.9,MPS*,done
Honest ladder — full-SKEMPI,fullSK clustered-MP,AIDO-16B,fx_mlp,3,3,545,1636,0.268527,0.304293,1109.1,MPS*,done
Honest ladder — full-SKEMPI,fullSK clustered-MP,MINT,base,0,3,,,,,,,empty
Honest ladder — full-SKEMPI,fullSK clustered-MP,MINT,fx_scalar,0,3,,,,,,,empty
Honest ladder — full-SKEMPI,fullSK clustered-MP,MINT,fx_mlp,0,3,,,,,,,empty
Honest ladder — full-SKEMPI,fullSK bycomplex-MP,Ankh-large,base,3,3,545,1636,0.604523,0.076916,794.5,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-MP,Ankh-large,fx_scalar,3,3,545,1636,0.609684,0.060614,831.8,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-MP,Ankh-large,fx_mlp,3,3,545,1636,0.670866,0.040623,1029.2,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-MP,ProstT5,base,3,3,545,1636,0.550158,0.158379,648.0,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-MP,ProstT5,fx_scalar,3,3,545,1636,0.565826,0.153803,729.4,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-MP,ProstT5,fx_mlp,3,3,545,1636,0.637702,0.056480,640.5,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-MP,SaProt,base,3,3,545,1636,0.236764,0.276329,688.3,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-MP,SaProt,fx_scalar,3,3,545,1636,0.335085,0.209694,625.5,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-MP,SaProt,fx_mlp,3,3,545,1636,0.302967,0.208368,674.1,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-MP,SaProt-1.3B,base,0,3,,,,,,,empty
Honest ladder — full-SKEMPI,fullSK bycomplex-MP,SaProt-1.3B,fx_scalar,0,3,,,,,,,empty
Honest ladder — full-SKEMPI,fullSK bycomplex-MP,SaProt-1.3B,fx_mlp,0,3,,,,,,,empty
Honest ladder — full-SKEMPI,fullSK bycomplex-MP,ESM2-3B,base,0,3,,,,,,,empty
Honest ladder — full-SKEMPI,fullSK bycomplex-MP,ESM2-3B,fx_scalar,0,3,,,,,,,empty
Honest ladder — full-SKEMPI,fullSK bycomplex-MP,ESM2-3B,fx_mlp,0,3,,,,,,,empty
Honest ladder — full-SKEMPI,fullSK bycomplex-MP,ESM3-1.4B,base,0,3,,,,,,,empty
Honest ladder — full-SKEMPI,fullSK bycomplex-MP,ESM3-1.4B,fx_scalar,0,3,,,,,,,empty
Honest ladder — full-SKEMPI,fullSK bycomplex-MP,ESM3-1.4B,fx_mlp,0,3,,,,,,,empty
Honest ladder — full-SKEMPI,fullSK bycomplex-MP,ESM-C 600M,base,0,3,,,,,,,empty
Honest ladder — full-SKEMPI,fullSK bycomplex-MP,ESM-C 600M,fx_scalar,0,3,,,,,,,empty
Honest ladder — full-SKEMPI,fullSK bycomplex-MP,ESM-C 600M,fx_mlp,0,3,,,,,,,empty
Honest ladder — full-SKEMPI,fullSK bycomplex-MP,ESM-C 6B,base,3,3,545,1636,0.612225,0.027708,1131.7,CUDA*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-MP,ESM-C 6B,fx_scalar,3,3,545,1636,0.663699,0.038635,991.9,CUDA*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-MP,ESM-C 6B,fx_mlp,3,3,545,1636,0.670795,0.010231,1153.2,CUDA*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-MP,Ankh3-large,base,3,3,545,1636,0.573080,0.091258,622.0,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-MP,Ankh3-large,fx_scalar,3,3,545,1636,0.608705,0.075489,574.4,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-MP,Ankh3-large,fx_mlp,3,3,545,1636,0.618797,0.065526,621.4,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-MP,Ankh3-xl,base,3,3,545,1636,0.605104,0.064774,1136.2,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-MP,Ankh3-xl,fx_scalar,3,3,545,1636,0.651513,0.066767,1104.1,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-MP,Ankh3-xl,fx_mlp,3,3,545,1636,0.669986,0.036409,1395.3,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-MP,AIDO-16B,base,3,3,545,1636,0.539825,0.136297,970.0,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-MP,AIDO-16B,fx_scalar,3,3,545,1636,0.603971,0.057464,932.2,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-MP,AIDO-16B,fx_mlp,3,3,545,1636,0.599236,0.097182,1134.1,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-MP,MINT,base,0,3,,,,,,,empty
Honest ladder — full-SKEMPI,fullSK bycomplex-MP,MINT,fx_scalar,0,3,,,,,,,empty
Honest ladder — full-SKEMPI,fullSK bycomplex-MP,MINT,fx_mlp,0,3,,,,,,,empty
Honest ladder — full-SKEMPI,fullSK bycomplex-ALL,Ankh-large,base,3,3,1934,5801,0.566085,0.092670,4160.5,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-ALL,Ankh-large,fx_scalar,3,3,1934,5801,0.649669,0.106064,7992.6,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-ALL,Ankh-large,fx_mlp,3,3,1934,5801,0.608071,0.095432,8356.9,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-ALL,ProstT5,base,3,3,1934,5801,0.562054,0.086683,3520.9,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-ALL,ProstT5,fx_scalar,3,3,1934,5801,0.644852,0.074266,5983.3,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-ALL,ProstT5,fx_mlp,3,3,1934,5801,0.630119,0.085772,4988.2,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-ALL,SaProt,base,3,3,1934,5801,0.386421,0.076219,3051.6,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-ALL,SaProt,fx_scalar,3,3,1934,5801,0.590633,0.052199,6721.7,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-ALL,SaProt,fx_mlp,3,3,1934,5801,0.577778,0.057931,7432.6,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-ALL,SaProt-1.3B,base,0,3,,,,,,,empty
Honest ladder — full-SKEMPI,fullSK bycomplex-ALL,SaProt-1.3B,fx_scalar,0,3,,,,,,,empty
Honest ladder — full-SKEMPI,fullSK bycomplex-ALL,SaProt-1.3B,fx_mlp,0,3,,,,,,,empty
Honest ladder — full-SKEMPI,fullSK bycomplex-ALL,ESM2-3B,base,3,3,1934,5801,0.581137,0.095689,7991.8,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-ALL,ESM2-3B,fx_scalar,3,3,1934,5801,0.659284,0.090023,6384.8,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-ALL,ESM2-3B,fx_mlp,3,3,1934,5801,0.648242,0.095355,7719.5,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-ALL,ESM3-1.4B,base,0,3,,,,,,,empty
